season,event_code,event_name,team_count,match_count,team_number,adv_rank,qual_rank,qual_points,alliance_selection_points,award_points,playoff_points,total_points
2025,USMIKEQ,Kentwood Qualifier,35,54,8733,27,17,10,0,0,0,10
2025,USMIKEQ,Kentwood Qualifier,35,54,20033,28,19,9,0,0,0,9
2025,USMIKEQ,Kentwood Qualifier,35,54,21906,29,20,9,0,0,0,9
2025,USMIKEQ,Kentwood Qualifier,35,54,23832,30,26,8,0,0,0,8
2025,USMIKEQ,Kentwood Qualifier,35,54,7792,31,29,7,0,0,0,7
2025,USMIKEQ,Kentwood Qualifier,35,54,18092,32,27,7,0,0,0,7
2025,USMIKEQ,Kentwood Qualifier,35,54,24049,33,28,7,0,0,0,7
2025,USMIKEQ,Kentwood Qualifier,35,54,15397,34,33,5,0,0,0,5
2025,USMIKEQ,Kentwood Qualifier,35,54,21789,35,34,4,0,0,0,4
2025,USMIMHQ,Madison Heights Qualifier,26,40,21615,1,1,16,20,60,40,136
2025,USMIMHQ,Madison Heights Qualifier,26,40,23554,2,2,15,20,30,40,105
2025,USMIMHQ,Madison Heights Qualifier,26,40,27470,3,5,13,18,12,20,63
2025,USMIMHQ,Madison Heights Qualifier,26,40,22373,4,9,11,15,15,10,51
2025,USMIMHQ,Madison Heights Qualifier,26,40,22537,5,11,11,15,12,10,48
2025,USMIMHQ,Madison Heights Qualifier,26,40,31913,6,15,9,18,0,20,47
2025,USMIMHQ,Madison Heights Qualifier,26,40,11691,7,4,14,19,12,0,45
2025,USMIMHQ,Madison Heights Qualifier,26,40,17189,8,3,14,19,12,0,45
2025,USMIMHQ,Madison Heights Qualifier,26,40,15206,9,6,13,17,0,5,35
2025,USMIMHQ,Madison Heights Qualifier,26,40,9028,10,7,12,17,0,5,34
2025,USMIMHQ,Madison Heights Qualifier,26,40,21363,11,13,10,16,6,0,32
2025,USMIMHQ,Madison Heights Qualifier,26,40,23582,12,8,12,16,0,0,28
2025,USMIMHQ,Madison Heights Qualifier,26,40,23587,13,16,9,0,12,0,21
2025,USMIMHQ,Madison Heights Qualifier,26,40,19787,14,18,8,0,12,0,20
2025,USMIMHQ,Madison Heights Qualifier,26,40,21564,15,21,7,0,12,0,19
2025,USMIMHQ,Madison Heights Qualifier,26,40,13999,16,23,6,0,12,0,18
2025,USMIMHQ,Madison Heights Qualifier,26,40,12113,17,12,10,0,6,0,16
2025,USMIMHQ,Madison Heights Qualifier,26,40,15404,18,17,8,0,6,0,14
2025,USMIMHQ,Madison Heights Qualifier,26,40,8777,19,20,7,0,6,0,13
2025,USMIMHQ,Madison Heights Qualifier,26,40,15256,20,22,6,0,6,0,12
2025,USMIMHQ,Madison Heights Qualifier,26,40,14007,21,10,11,0,0,0,11
2025,USMIMHQ,Madison Heights Qualifier,26,40,32421,22,14,9,0,0,0,9
2025,USMIMHQ,Madison Heights Qualifier,26,40,32254,23,19,8,0,0,0,8
2025,USMIMHQ,Madison Heights Qualifier,26,40,27106,24,24,5,0,0,0,5
2025,USMIMHQ,Madison Heights Qualifier,26,40,14379,25,,,0,0,0,0
2025,USMIMHQ,Madison Heights Qualifier,26,40,17415,26,,,0,0,0,0
2025,USMIMIQ1,GLBR Qualifier,36,54,7140,1,2,15,19,12,40,86
2025,USMIMIQ1,GLBR Qualifier,36,54,10653,2,8,13,19,12,40,84
2025,USMIMIQ1,GLBR Qualifier,36,54,30444,3,16,10,0,60,0,70
2025,USMIMIQ1,GLBR Qualifier,36,54,12740,4,6,13,16,30,10,69
2025,USMIMIQ1,GLBR Qualifier,36,54,10615,5,1,16,20,12,20,68
2025,USMIMIQ1,GLBR Qualifier,36,54,5386,6,10,12,20,15,20,67
2025,USMIMIQ1,GLBR Qualifier,36,54,9931,7,5,14,17,12,5,48
2025,USMIMIQ1,GLBR Qualifier,36,54,14623,8,4,14,17,12,5,48
2025,USMIMIQ1,GLBR Qualifier,36,54,21672,9,9,12,18,6,0,36
2025,USMIMIQ1,GLBR Qualifier,36,54,21860,10,17,10,16,0,10,36
2025,USMIMIQ1,GLBR Qualifier,36,54,10698,11,3,15,18,0,0,33
2025,USMIMIQ1,GLBR Qualifier,36,54,15399,12,7,13,15,0,0,28
2025,USMIMIQ1,GLBR Qualifier,36,54,24369,13,11,12,15,0,0,27
2025,USMIMIQ1,GLBR Qualifier,36,54,9020,14,20,9,0,12,0,21
2025,USMIMIQ1,GLBR Qualifier,36,54,10309,15,23,8,0,12,0,20
2025,USMIMIQ1,GLBR Qualifier,36,54,25099,16,24,8,0,12,0,20
2025,USMIMIQ1,GLBR Qualifier,36,54,12722,17,14,11,0,6,0,17
2025,USMIMIQ1,GLBR Qualifier,36,54,19250,18,12,11,0,6,0,17
2025,USMIMIQ1,GLBR Qualifier,36,54,10844,19,,16,0,0,0,16
2025,USMIMIQ1,GLBR Qualifier,36,54,24200,20,,16,0,0,0,16
2025,USMIMIQ1,GLBR Qualifier,36,54,10601,21,22,9,0,6,0,15
2025,USMIMIQ1,GLBR Qualifier,36,54,10805,22,33,5,0,6,0,11
2025,USMIMIQ1,GLBR Qualifier,36,54,12603,23,15,11,0,0,0,11
2025,USMIMIQ1,GLBR Qualifier,36,54,32066,24,13,11,0,0,0,11
2025,USMIMIQ1,GLBR Qualifier,36,54,17401,25,18,10,0,0,0,10
2025,USMIMIQ1,GLBR Qualifier,36,54,9933,26,19,9,0,0,0,9
2025,USMIMIQ1,GLBR Qualifier,36,54,32759,27,21,9,0,0,0,9
2025,USMIMIQ1,GLBR Qualifier,36,54,17064,28,26,8,0,0,0,8
2025,USMIMIQ1,GLBR Qualifier,36,54,21622,29,25,8,0,0,0,8
2025,USMIMIQ1,GLBR Qualifier,36,54,10779,30,27,7,0,0,0,7
2025,USMIMIQ1,GLBR Qualifier,36,54,22882,31,29,7,0,0,0,7
2025,USMIMIQ1,GLBR Qualifier,36,54,29694,32,28,7,0,0,0,7
2025,USMIMIQ1,GLBR Qualifier,36,54,5411,33,30,6,0,0,0,6
2025,USMIMIQ1,GLBR Qualifier,36,54,8621,34,32,6,0,0,0,6
2025,USMIMIQ1,GLBR Qualifier,36,54,31999,35,31,6,0,0,0,6
2025,USMIMIQ1,GLBR Qualifier,36,54,26421,36,34,5,0,0,0,5
2025,USMIMIQ2,Midland Qualifier,37,57,10477,1,8,,15,60,20,95
2025,USMIMIQ2,Midland Qualifier,37,57,10653,2,12,,20,15,40,75
2025,USMIMIQ2,Midland Qualifier,37,57,23392,3,1,,20,12,40,72
2025,USMIMIQ2,Midland Qualifier,37,57,10309,4,2,,19,12,10,41
2025,USMIMIQ2,Midland Qualifier,37,57,15465,5,6,,18,12,5,35
2025,USMIMIQ2,Midland Qualifier,37,57,9931,6,3,,19,6,10,35
2025,USMIMIQ2,Midland Qualifier,37,57,32066,7,10,,15,0,20,35
2025,USMIMIQ2,Midland Qualifier,37,57,12549,8,29,,0,30,0,30
2025,USMIMIQ2,Midland Qualifier,37,57,5386,9,4,,18,6,5,29
2025,USMIMIQ2,Midland Qualifier,37,57,10615,10,13,,16,12,0,28
2025,USMIMIQ2,Midland Qualifier,37,57,10180,11,5,,17,6,0,23
2025,USMIMIQ2,Midland Qualifier,37,57,21672,12,27,,17,6,0,23
2025,USMIMIQ2,Midland Qualifier,37,57,10698,13,7,,16,0,0,16
2025,USMIMIQ2,Midland Qualifier,37,57,5291,14,16,,0,12,0,12
2025,USMIMIQ2,Midland Qualifier,37,57,17181,15,35,,0,12,0,12
2025,USMIMIQ2,Midland Qualifier,37,57,20225,16,11,,0,12,0,12
2025,USMIMIQ2,Midland Qualifier,37,57,21383,17,36,,0,12,0,12
2025,USMIMIQ2,Midland Qualifier,37,57,11181,18,15,,0,6,0,6
2025,USMIMIQ2,Midland Qualifier,37,57,12722,19,24,,0,6,0,6
2025,USMIMIQ2,Midland Qualifier,37,57,14788,20,28,,0,6,0,6
2025,USMIMIQ2,Midland Qualifier,37,57,9020,21,25,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,10484,22,34,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,10805,23,23,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,12603,24,21,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,14623,25,18,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,16273,26,14,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,21115,27,22,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,21860,28,31,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,22882,29,32,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,23805,30,20,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,24369,31,9,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,25775,32,26,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,26550,33,17,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,27851,34,33,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,30587,35,30,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,31738,36,19,,0,0,0,0
2025,USMIMIQ2,Midland Qualifier,37,57,31999,37,,,0,0,0,0
2025,USMINOQ,Novi Qualifier,37,55,6294,1,4,14,18,60,0,92
2025,USMINOQ,Novi Qualifier,37,55,23623,2,1,16,20,12,40,88
2025,USMINOQ,Novi Qualifier,37,55,10538,3,3,15,20,12,40,87
2025,USMINOQ,Novi Qualifier,37,55,15182,4,6,13,17,6,20,56
2025,USMINOQ,Novi Qualifier,37,55,25721,5,7,13,17,6,20,56
2025,USMINOQ,Novi Qualifier,37,55,15638,6,5,14,19,6,10,49
2025,USMINOQ,Novi Qualifier,37,55,21790,7,9,12,16,12,5,45
2025,USMINOQ,Novi Qualifier,37,55,14815,8,2,15,19,0,10,44
2025,USMINOQ,Novi Qualifier,37,55,19940,9,8,13,18,12,0,43
2025,USMINOQ,Novi Qualifier,37,55,11717,10,10,12,15,15,0,42
2025,USMINOQ,Novi Qualifier,37,55,11129,11,12,11,0,30,0,41
2025,USMINOQ,Novi Qualifier,37,55,29694,12,11,12,16,6,5,39
2025,USMINOQ,Novi Qualifier,37,55,23833,13,25,8,15,6,0,29
2025,USMINOQ,Novi Qualifier,37,55,22415,14,20,9,0,12,0,21
2025,USMINOQ,Novi Qualifier,37,55,23439,15,28,7,0,12,0,19
2025,USMINOQ,Novi Qualifier,37,55,7643,16,33,6,0,12,0,18
2025,USMINOQ,Novi Qualifier,37,55,11254,17,31,6,0,12,0,18
2025,USMINOQ,Novi Qualifier,37,55,17155,18,14,11,0,6,0,17
2025,USMINOQ,Novi Qualifier,37,55,25823,19,,16,0,0,0,16
2025,USMINOQ,Novi Qualifier,37,55,6155,20,30,7,0,6,0,13
2025,USMINOQ,Novi Qualifier,37,55,15229,21,13,11,0,0,0,11
2025,USMINOQ,Novi Qualifier,37,55,27404,22,15,11,0,0,0,11
2025,USMINOQ,Novi Qualifier,37,55,8845,23,19,10,0,0,0,10
2025,USMINOQ,Novi Qualifier,37,55,13106,24,17,10,0,0,0,10
2025,USMINOQ,Novi Qualifier,37,55,15358,25,16,10,0,0,0,10
2025,USMINOQ,Novi Qualifier,37,55,31124,26,18,10,0,0,0,10
2025,USMINOQ,Novi Qualifier,37,55,7047,27,23,9,0,0,0,9
2025,USMINOQ,Novi Qualifier,37,55,11276,28,22,9,0,0,0,9
2025,USMINOQ,Novi Qualifier,37,55,20142,29,21,9,0,0,0,9
2025,USMINOQ,Novi Qualifier,37,55,23416,30,24,8,0,0,0,8
2025,USMINOQ,Novi Qualifier,37,55,27106,31,26,8,0,0,0,8
2025,USMINOQ,Novi Qualifier,37,55,32490,32,27,8,0,0,0,8
2025,USMINOQ,Novi Qualifier,37,55,13733,33,29,7,0,0,0,7
2025,USMINOQ,Novi Qualifier,37,55,10164,34,32,6,0,0,0,6
2025,USMINOQ,Novi Qualifier,37,55,23445,35,34,5,0,0,0,5
2025,USMINOQ,Novi Qualifier,37,55,31873,36,35,5,0,0,0,5
2025,USMINOQ,Novi Qualifier,37,55,21340,37,36,4,0,0,0,4
2025,USMIOTQ,Lake Orion Qualifier,37,55,7252,1,3,15,20,12,40,87
2025,USMIOTQ,Lake Orion Qualifier,37,55,7253,2,4,14,19,30,20,83
2025,USMIOTQ,Lake Orion Qualifier,37,55,23392,3,1,16,20,6,40,82
2025,USMIOTQ,Lake Orion Qualifier,37,55,14706,4,12,11,0,60,0,71
2025,USMIOTQ,Lake Orion Qualifier,37,55,15004,5,2,15,19,12,20,66
2025,USMIOTQ,Lake Orion Qualifier,37,55,14739,6,10,12,18,12,10,52
2025,USMIOTQ,Lake Orion Qualifier,37,55,30612,7,5,14,18,0,10,42
2025,USMIOTQ,Lake Orion Qualifier,37,55,15486,8,14,11,16,6,5,38
2025,USMIOTQ,Lake Orion Qualifier,37,55,14757,9,8,13,15,6,0,34
2025,USMIOTQ,Lake Orion Qualifier,37,55,8531,10,7,13,16,0,5,34
2025,USMIOTQ,Lake Orion Qualifier,37,55,23805,11,6,13,17,0,0,30
2025,USMIOTQ,Lake Orion Qualifier,37,55,27693,12,9,12,17,0,0,29
2025,USMIOTQ,Lake Orion Qualifier,37,55,11231,13,11,12,15,0,0,27
2025,USMIOTQ,Lake Orion Qualifier,37,55,11129,14,19,10,0,15,0,25
2025,USMIOTQ,Lake Orion Qualifier,37,55,18965,15,17,10,0,12,0,22
2025,USMIOTQ,Lake Orion Qualifier,37,55,25906,16,16,10,0,12,0,22
2025,USMIOTQ,Lake Orion Qualifier,37,55,11254,17,22,9,0,12,0,21
2025,USMIOTQ,Lake Orion Qualifier,37,55,30451,18,23,9,0,12,0,21
2025,USMIOTQ,Lake Orion Qualifier,37,55,13417,19,32,6,0,12,0,18
2025,USMIOTQ,Lake Orion Qualifier,37,55,16883,20,15,11,0,6,0,17
2025,USMIOTQ,Lake Orion Qualifier,37,55,13462,21,18,10,0,6,0,16
2025,USMIOTQ,Lake Orion Qualifier,37,55,26591,22,,16,0,0,0,16
2025,USMIOTQ,Lake Orion Qualifier,37,55,20332,23,25,8,0,6,0,14
2025,USMIOTQ,Lake Orion Qualifier,37,55,25099,24,30,7,0,6,0,13
2025,USMIOTQ,Lake Orion Qualifier,37,55,14791,25,13,11,0,0,0,11
2025,USMIOTQ,Lake Orion Qualifier,37,55,20252,26,21,9,0,0,0,9
2025,USMIOTQ,Lake Orion Qualifier,37,55,23373,27,20,9,0,0,0,9
2025,USMIOTQ,Lake Orion Qualifier,37,55,5291,28,27,8,0,0,0,8
2025,USMIOTQ,Lake Orion Qualifier,37,55,7045,29,24,8,0,0,0,8
2025,USMIOTQ,Lake Orion Qualifier,37,55,23439,30,26,8,0,0,0,8
2025,USMIOTQ,Lake Orion Qualifier,37,55,30434,31,29,7,0,0,0,7
2025,USMIOTQ,Lake Orion Qualifier,37,55,32002,32,28,7,0,0,0,7
2025,USMIOTQ,Lake Orion Qualifier,37,55,5976,33,33,6,0,0,0,6
2025,USMIOTQ,Lake Orion Qualifier,37,55,23583,34,31,6,0,0,0,6
2025,USMIOTQ,Lake Orion Qualifier,37,55,16742,35,34,5,0,0,0,5
2025,USMIOTQ,Lake Orion Qualifier,37,55,19949,36,35,5,0,0,0,5
2025,USMIOTQ,Lake Orion Qualifier,37,55,23952,37,36,4,0,0,0,4
2025,USMIRHQ,Rochester Qualifier,36,54,7253,1,2,15,19,60,20,114
2025,USMIRHQ,Rochester Qualifier,36,54,10136,2,3,15,20,15,40,90
2025,USMIRHQ,Rochester Qualifier,36,54,10016,3,1,16,20,12,40,88
2025,USMIRHQ,Rochester Qualifier,36,54,7252,4,5,14,18,12,10,54
2025,USMIRHQ,Rochester Qualifier,36,54,31799,5,8,13,19,0,20,52
2025,USMIRHQ,Rochester Qualifier,36,54,15078,6,4,14,18,0,10,42
2025,USMIRHQ,Rochester Qualifier,36,54,16808,7,6,13,17,6,5,41
2025,USMIRHQ,Rochester Qualifier,36,54,30612,8,11,12,16,12,0,40
2025,USMIRHQ,Rochester Qualifier,36,54,25901,9,19,9,0,30,0,39
2025,USMIRHQ,Rochester Qualifier,36,54,8580,10,9,12,15,12,0,39
2025,USMIRHQ,Rochester Qualifier,36,54,18954,11,14,11,15,12,0,38
2025,USMIRHQ,Rochester Qualifier,36,54,13417,12,13,11,17,0,5,33
2025,USMIRHQ,Rochester Qualifier,36,54,21766,13,7,13,16,0,0,29
2025,USMIRHQ,Rochester Qualifier,36,54,29566,14,20,9,0,12,0,21
2025,USMIRHQ,Rochester Qualifier,36,54,13462,15,26,8,0,12,0,20
2025,USMIRHQ,Rochester Qualifier,36,54,13643,16,32,6,0,12,0,18
2025,USMIRHQ,Rochester Qualifier,36,54,19692,17,15,11,0,6,0,17
2025,USMIRHQ,Rochester Qualifier,36,54,13019,18,16,10,0,6,0,16
2025,USMIRHQ,Rochester Qualifier,36,54,19949,19,17,10,0,6,0,16
2025,USMIRHQ,Rochester Qualifier,36,54,11520,20,,16,0,0,0,16
2025,USMIRHQ,Rochester Qualifier,36,54,22918,21,29,7,0,6,0,13
2025,USMIRHQ,Rochester Qualifier,36,54,17993,22,10,12,0,0,0,12
2025,USMIRHQ,Rochester Qualifier,36,54,23853,23,34,5,0,6,0,11
2025,USMIRHQ,Rochester Qualifier,36,54,23106,24,12,11,0,0,0,11
2025,USMIRHQ,Rochester Qualifier,36,54,8478,25,35,4,0,6,0,10
2025,USMIRHQ,Rochester Qualifier,36,54,32259,26,18,10,0,0,0,10
2025,USMIRHQ,Rochester Qualifier,36,54,8133,27,21,9,0,0,0,9
2025,USMIRHQ,Rochester Qualifier,36,54,16742,28,22,9,0,0,0,9
2025,USMIRHQ,Rochester Qualifier,36,54,18989,29,23,8,0,0,0,8
2025,USMIRHQ,Rochester Qualifier,36,54,20252,30,25,8,0,0,0,8
2025,USMIRHQ,Rochester Qualifier,36,54,31722,31,24,8,0,0,0,8
2025,USMIRHQ,Rochester Qualifier,36,54,21857,32,27,7,0,0,0,7
2025,USMIRHQ,Rochester Qualifier,36,54,32148,33,28,7,0,0,0,7
2025,USMIRHQ,Rochester Qualifier,36,54,12876,34,31,6,0,0,0,6
2025,USMIRHQ,Rochester Qualifier,36,54,31767,35,30,6,0,0,0,6
2025,USMIRHQ,Rochester Qualifier,36,54,17533,36,33,5,0,0,0,5
2025,USMIROQ,Royal Oak Qualifier,36,55,13684,1,3,15,20,60,40,135
2025,USMIROQ,Royal Oak Qualifier,36,55,24253,2,1,16,20,12,40,88
2025,USMIROQ,Royal Oak Qualifier,36,55,7693,3,5,14,18,15,20,67
2025,USMIROQ,Royal Oak Qualifier,36,55,23596,4,4,14,18,6,20,58
2025,USMIROQ,Royal Oak Qualifier,36,55,25091,5,22,9,17,12,5,43
2025,USMIROQ,Royal Oak Qualifier,36,55,13733,6,9,12,19,12,0,43
2025,USMIROQ,Royal Oak Qualifier,36,55,12862,7,12,11,0,30,0,41
2025,USMIROQ,Royal Oak Qualifier,36,55,22134,8,6,13,17,6,5,41
2025,USMIROQ,Royal Oak Qualifier,36,55,12085,9,7,13,16,0,10,39
2025,USMIROQ,Royal Oak Qualifier,36,55,17349,10,13,11,16,0,10,37
2025,USMIROQ,Royal Oak Qualifier,36,55,17768,11,2,15,19,0,0,34
2025,USMIROQ,Royal Oak Qualifier,36,55,23606,12,8,13,15,0,0,28
2025,USMIROQ,Royal Oak Qualifier,36,55,8603,13,10,12,15,0,0,27
2025,USMIROQ,Royal Oak Qualifier,36,55,27470,14,15,11,0,12,0,23
2025,USMIROQ,Royal Oak Qualifier,36,55,8478,15,17,10,0,12,0,22
2025,USMIROQ,Royal Oak Qualifier,36,55,12549,16,20,9,0,12,0,21
2025,USMIROQ,Royal Oak Qualifier,36,55,25901,17,23,8,0,12,0,20
2025,USMIROQ,Royal Oak Qualifier,36,55,10035,18,11,12,0,6,0,18
2025,USMIROQ,Royal Oak Qualifier,36,55,18989,19,14,11,0,6,0,17
2025,USMIROQ,Royal Oak Qualifier,36,55,25721,20,35,4,0,12,0,16
2025,USMIROQ,Royal Oak Qualifier,36,55,30453,21,18,10,0,6,0,16
2025,USMIROQ,Royal Oak Qualifier,36,55,31635,22,,16,0,0,0,16
2025,USMIROQ,Royal Oak Qualifier,36,55,14010,23,26,8,0,6,0,14
2025,USMIROQ,Royal Oak Qualifier,36,55,13019,24,31,6,0,6,0,12
2025,USMIROQ,Royal Oak Qualifier,36,55,14066,25,16,10,0,0,0,10
2025,USMIROQ,Royal Oak Qualifier,36,55,12181,26,21,9,0,0,0,9
2025,USMIROQ,Royal Oak Qualifier,36,55,24493,27,19,9,0,0,0,9
2025,USMIROQ,Royal Oak Qualifier,36,55,21427,28,24,8,0,0,0,8
2025,USMIROQ,Royal Oak Qualifier,36,55,31767,29,25,8,0,0,0,8
2025,USMIROQ,Royal Oak Qualifier,36,55,12111,30,28,7,0,0,0,7
2025,USMIROQ,Royal Oak Qualifier,36,55,22602,31,27,7,0,0,0,7
2025,USMIROQ,Royal Oak Qualifier,36,55,23479,32,29,7,0,0,0,7
2025,USMIROQ,Royal Oak Qualifier,36,55,13002,33,30,6,0,0,0,6
2025,USMIROQ,Royal Oak Qualifier,36,55,32873,34,32,6,0,0,0,6
2025,USMIROQ,Royal Oak Qualifier,36,55,7305,35,34,5,0,0,0,5
2025,USMIROQ,Royal Oak Qualifier,36,55,20512,36,33,5,0,0,0,5
2025,USMITEQ,Bedford Qualifier,36,55,15465,1,4,14,20,60,40,134
2025,USMITEQ,Bedford Qualifier,36,55,5237,2,1,16,20,30,40,106
2025,USMITEQ,Bedford Qualifier,36,55,14790,3,3,15,18,12,20,65
2025,USMITEQ,Bedford Qualifier,36,55,15555,4,6,13,19,15,5,52
2025,USMITEQ,Bedford Qualifier,36,55,7085,5,14,11,18,0,20,49
2025,USMITEQ,Bedford Qualifier,36,55,25912,6,5,14,17,6,10,47
2025,USMITEQ,Bedford Qualifier,36,55,15229,7,2,15,19,6,5,45
2025,USMITEQ,Bedford Qualifier,36,55,15486,8,7,13,16,12,0,41
2025,USMITEQ,Bedford Qualifier,36,55,6134,9,11,12,16,12,0,40
2025,USMITEQ,Bedford Qualifier,36,55,19940,10,13,11,15,12,0,38
2025,USMITEQ,Bedford Qualifier,36,55,20511,11,22,9,17,0,10,36
2025,USMITEQ,Bedford Qualifier,36,55,15447,12,8,13,15,0,0,28
2025,USMITEQ,Bedford Qualifier,36,55,20225,13,15,11,0,12,0,23
2025,USMITEQ,Bedford Qualifier,36,55,13647,14,16,10,0,12,0,22
2025,USMITEQ,Bedford Qualifier,36,55,6079,15,28,7,0,6,0,13
2025,USMITEQ,Bedford Qualifier,36,55,8579,16,10,12,0,0,0,12
2025,USMITEQ,Bedford Qualifier,36,55,8845,17,9,12,0,0,0,12
2025,USMITEQ,Bedford Qualifier,36,55,21564,18,12,11,0,0,0,11
2025,USMITEQ,Bedford Qualifier,36,55,17104,19,17,10,0,0,0,10
2025,USMITEQ,Bedford Qualifier,36,55,21363,20,18,10,0,0,0,10
2025,USMITEQ,Bedford Qualifier,36,55,16523,21,19,9,0,0,0,9
2025,USMITEQ,Bedford Qualifier,36,55,23589,22,21,9,0,0,0,9
2025,USMITEQ,Bedford Qualifier,36,55,32254,23,20,9,0,0,0,9
2025,USMITEQ,Bedford Qualifier,36,55,7215,24,23,8,0,0,0,8
2025,USMITEQ,Bedford Qualifier,36,55,13550,25,25,8,0,0,0,8
2025,USMITEQ,Bedford Qualifier,36,55,15206,26,26,8,0,0,0,8
2025,USMITEQ,Bedford Qualifier,36,55,20294,27,24,8,0,0,0,8
2025,USMITEQ,Bedford Qualifier,36,55,13781,28,29,7,0,0,0,7
2025,USMITEQ,Bedford Qualifier,36,55,17189,29,27,7,0,0,0,7
2025,USMITEQ,Bedford Qualifier,36,55,7048,30,31,6,0,0,0,6
2025,USMITEQ,Bedford Qualifier,36,55,22420,31,32,6,0,0,0,6
2025,USMITEQ,Bedford Qualifier,36,55,31913,32,30,6,0,0,0,6
2025,USMITEQ,Bedford Qualifier,36,55,23856,33,33,5,0,0,0,5
2025,USMITEQ,Bedford Qualifier,36,55,27153,34,34,5,0,0,0,5
2025,USMITEQ,Bedford Qualifier,36,55,23582,35,35,4,0,0,0,4
2025,USMITEQ,Bedford Qualifier,36,55,24441,36,36,4,0,0,0,4
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,6699,1,4,13,18,60,0,91
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,26820,2,1,16,20,12,40,88
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,30390,3,2,15,20,6,40,81
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,23620,4,15,9,16,30,20,75
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,3763,5,5,13,19,15,5,52
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,26871,6,3,14,19,12,5,50
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,26872,7,10,11,15,12,10,48
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,7896,8,8,11,16,0,20,47
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,26383,9,7,12,18,12,0,42
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,7898,10,11,10,15,0,10,35
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,10238,11,6,12,17,0,0,29
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,24367,12,9,11,17,0,0,28
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,21475,13,13,9,0,12,0,21
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,24182,14,16,8,0,12,0,20
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,13076,15,19,7,0,12,0,19
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,11838,16,12,10,0,0,0,10
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,20149,17,14,9,0,0,0,9
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,26869,18,17,8,0,0,0,8
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,27634,19,18,8,0,0,0,8
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,11175,20,20,7,0,0,0,7
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,15295,21,21,6,0,0,0,6
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,22181,22,22,6,0,0,0,6
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,26870,23,23,5,0,0,0,5
2025,USMNSAQ1,MN FTC Prior Lake Saturday,24,47,23245,24,24,4,0,0,0,4
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,11206,1,14,9,19,60,40,128
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,16917,2,1,16,20,30,20,86
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,9415,3,2,15,19,12,40,86
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,19706,4,4,13,20,15,20,68
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,22072,5,5,13,17,12,10,52
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,21305,6,3,14,18,12,0,44
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,22264,7,6,12,18,12,0,42
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,14434,8,9,11,15,12,0,38
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,7896,9,10,11,17,0,10,38
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,33579,10,7,12,16,0,5,33
