season,event_code,event_name,team_count,match_count,team_number,adv_rank,qual_rank,qual_points,alliance_selection_points,award_points,playoff_points,total_points
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,7289,11,8,11,16,0,5,32
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,2887,12,12,10,15,0,0,25
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,20032,13,11,10,0,12,0,22
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,14931,14,21,6,0,12,0,18
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,3764,15,18,8,0,6,0,14
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,7899,16,13,9,0,0,0,9
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,32316,17,15,9,0,0,0,9
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,4509,18,16,8,0,0,0,8
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,7897,19,17,8,0,0,0,8
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,26171,20,19,7,0,0,0,7
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,31190,21,20,7,0,0,0,7
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,14091,22,22,6,0,0,0,6
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,24534,23,,,0,0,0,0
2025,USMNSAQ2,MN FTC Prior Lake Sunday,24,43,24535,24,,,0,0,0,0
2025,USMSTUQ,Tupelo Qualifier,12,24,23521,1,2,14,20,60,40,134
2025,USMSTUQ,Tupelo Qualifier,12,24,8803,2,1,16,20,30,40,106
2025,USMSTUQ,Tupelo Qualifier,12,24,23394,3,5,11,18,12,20,61
2025,USMSTUQ,Tupelo Qualifier,12,24,8772,4,6,10,18,12,20,60
2025,USMSTUQ,Tupelo Qualifier,12,24,23659,5,3,13,19,12,10,54
2025,USMSTUQ,Tupelo Qualifier,12,24,12390,6,4,12,19,12,10,53
2025,USMSTUQ,Tupelo Qualifier,12,24,14800,7,7,9,17,12,5,43
2025,USMSTUQ,Tupelo Qualifier,12,24,23577,8,8,9,17,0,5,31
2025,USMSTUQ,Tupelo Qualifier,12,24,31728,9,9,8,0,12,0,20
2025,USMSTUQ,Tupelo Qualifier,12,24,8690,10,11,6,0,12,0,18
2025,USMSTUQ,Tupelo Qualifier,12,24,24073,11,10,7,0,0,0,7
2025,USMSTUQ,Tupelo Qualifier,12,24,23745,12,12,5,0,0,0,5
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,18240,1,3,15,18,60,10,103
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,8271,2,1,16,20,12,40,88
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,724,3,4,14,20,12,40,86
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,4133,4,5,14,18,30,10,72
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,16015,5,11,12,16,6,20,54
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,28809,6,9,12,16,0,20,48
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,26706,7,6,13,19,12,0,44
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,26858,8,8,13,17,6,5,41
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,27816,9,7,13,17,0,5,35
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,7002,10,2,15,19,0,0,34
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,23677,11,10,12,15,6,0,33
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,28530,12,15,11,15,0,0,26
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,22244,13,19,9,0,15,0,24
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,3188,14,16,10,0,12,0,22
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,4813,15,22,9,0,12,0,21
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,10662,16,24,8,0,12,0,20
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,5026,17,32,6,0,12,0,18
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,16,18,17,10,0,6,0,16
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,12793,19,,16,0,0,0,16
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,24458,20,,16,0,0,0,16
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,3189,21,28,7,0,6,0,13
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,6437,22,31,6,0,6,0,12
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,17097,23,33,5,0,6,0,11
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,23887,24,14,11,0,0,0,11
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,24338,25,12,11,0,0,0,11
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,32468,26,13,11,0,0,0,11
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,24375,27,18,10,0,0,0,10
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,17125,28,20,9,0,0,0,9
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,19389,29,21,9,0,0,0,9
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,22737,30,23,8,0,0,0,8
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,22811,31,26,8,0,0,0,8
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,26149,32,25,8,0,0,0,8
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,16133,33,27,7,0,0,0,7
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,22520,34,29,7,0,0,0,7
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,54,35,30,6,0,0,0,6
2025,USMTBUQ,Montana Qualifier - Butte MT-Tech,36,53,12727,36,34,5,0,0,0,5
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,14712,1,7,12,19,60,0,91
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,22437,2,1,16,20,12,40,88
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,4780,3,2,15,20,12,40,87
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,17253,4,12,10,16,30,10,66
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,30413,5,10,10,15,12,20,57
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,20233,6,6,12,17,12,5,46
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,4174,7,3,14,19,12,0,45
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,9372,8,11,10,15,0,20,45
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,14212,9,4,13,18,12,0,43
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,28021,10,5,13,17,6,5,41
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,23210,11,8,11,16,0,10,37
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,21464,12,9,11,18,0,0,29
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,23513,13,16,8,0,15,0,23
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,23225,14,21,6,0,12,0,18
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,33411,15,20,6,0,12,0,18
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,11453,16,13,9,0,6,0,15
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,19426,17,15,9,0,6,0,15
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,22335,18,18,7,0,6,0,13
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,31591,19,14,9,0,0,0,9
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,9371,20,17,8,0,0,0,8
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,24038,21,19,7,0,0,0,7
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,7890,22,,,0,0,0,0
2025,USNYNYNYQ1,NYC Qualifier 1,23,38,23915,23,,,0,0,0,0
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,8565,1,4,13,19,60,20,112
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,19564,2,3,14,20,30,40,104
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,21171,3,1,16,20,12,40,88
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,21813,4,2,15,19,15,20,69
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,21514,5,5,13,18,12,10,53
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,17011,6,7,12,18,12,10,52
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,23542,7,6,12,17,12,5,46
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,25783,8,10,11,17,12,5,45
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,22077,9,9,11,16,12,0,39
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,13552,10,8,11,16,0,0,27
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,8204,11,11,10,15,0,0,25
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,20483,12,13,9,15,0,0,24
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,23465,13,15,9,0,12,0,21
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,31584,14,22,6,0,12,0,18
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,20347,15,17,8,0,6,0,14
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,27082,16,18,8,0,6,0,14
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,12430,17,20,7,0,6,0,13
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,23778,18,24,4,0,6,0,10
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,8626,19,12,10,0,0,0,10
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,18871,20,14,9,0,0,0,9
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,13537,21,16,8,0,0,0,8
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,20482,22,19,7,0,0,0,7
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,13542,23,21,6,0,0,0,6
2025,USTXDAQ1,FiT-North Early Bird Qualifier,24,46,31585,24,23,5,0,0,0,5
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,18270,1,1,16,20,60,40,136
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,24799,2,2,15,20,12,40,87
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,7172,3,3,14,19,30,10,73
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,17011,4,16,8,18,12,20,58
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,26357,5,5,13,18,0,20,51
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,20313,6,14,9,17,12,5,43
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,31166,7,4,13,19,0,10,42
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,31819,8,6,12,17,0,5,34
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,9200,9,10,11,0,12,0,23
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,32163,10,9,11,0,12,0,23
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,26876,11,11,10,0,12,0,22
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,20166,12,15,9,0,12,0,21
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,9001,13,19,7,0,12,0,19
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,9000,14,7,12,0,0,0,12
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,27862,15,8,11,0,0,0,11
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,28931,16,12,10,0,0,0,10
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,18121,17,13,9,0,0,0,9
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,20195,18,18,8,0,0,0,8
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,20483,19,17,8,0,0,0,8
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,9386,20,,,0,0,0,0
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,11419,21,,,0,0,0,0
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,19897,22,,,0,0,0,0
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,19991,23,,,0,0,0,0
2025,USTXMTQ,FiT-North McKinney Qualifier,24,36,25576,24,,,0,0,0,0
2025,USWISHQ,Showdown in Sheboygan,25,43,13201,1,11,10,18,60,0,88
2025,USWISHQ,Showdown in Sheboygan,25,43,9225,2,5,13,20,6,40,79
2025,USWISHQ,Showdown in Sheboygan,25,43,21180,3,1,16,20,0,40,76
2025,USWISHQ,Showdown in Sheboygan,25,43,26691,4,2,15,19,12,20,66
2025,USWISHQ,Showdown in Sheboygan,25,43,10100,5,7,12,15,30,5,62
2025,USWISHQ,Showdown in Sheboygan,25,43,16327,6,6,12,16,12,10,50
2025,USWISHQ,Showdown in Sheboygan,25,43,10829,7,13,10,16,12,10,48
2025,USWISHQ,Showdown in Sheboygan,25,43,23802,8,3,14,18,12,0,44
2025,USWISHQ,Showdown in Sheboygan,25,43,20293,9,23,5,19,0,20,44
2025,USWISHQ,Showdown in Sheboygan,25,43,4106,10,14,9,15,12,5,41
2025,USWISHQ,Showdown in Sheboygan,25,43,18663,11,4,14,17,0,0,31
2025,USWISHQ,Showdown in Sheboygan,25,43,23678,12,8,12,17,0,0,29
2025,USWISHQ,Showdown in Sheboygan,25,43,19417,13,20,7,0,15,0,22
2025,USWISHQ,Showdown in Sheboygan,25,43,6985,14,15,9,0,12,0,21
2025,USWISHQ,Showdown in Sheboygan,25,43,16322,15,24,5,0,12,0,17
2025,USWISHQ,Showdown in Sheboygan,25,43,4116,16,9,11,0,0,0,11
2025,USWISHQ,Showdown in Sheboygan,25,43,19453,17,10,11,0,0,0,11
2025,USWISHQ,Showdown in Sheboygan,25,43,24542,18,12,10,0,0,0,10
2025,USWISHQ,Showdown in Sheboygan,25,43,27150,19,16,9,0,0,0,9
2025,USWISHQ,Showdown in Sheboygan,25,43,265,20,17,8,0,0,0,8
2025,USWISHQ,Showdown in Sheboygan,25,43,26162,21,18,8,0,0,0,8
2025,USWISHQ,Showdown in Sheboygan,25,43,21578,22,21,7,0,0,0,7
2025,USWISHQ,Showdown in Sheboygan,25,43,32055,23,19,7,0,0,0,7
2025,USWISHQ,Showdown in Sheboygan,25,43,24543,24,22,6,0,0,0,6
2025,USWISHQ,Showdown in Sheboygan,25,43,16217,25,25,4,0,0,0,4
